fdc_id,data_type,description,food_category_id,publication_date
319874,sample_food,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319875,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319876,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319877,sub_sample_food,Hummus,16,4/1/2019
319878,sub_sample_food,Hummus,16,4/1/2019
319879,sample_food,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319880,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319881,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319882,sub_sample_food,Hummus,16,4/1/2019
319883,sub_sample_food,Hummus,16,4/1/2019
319884,sub_sample_food,Hummus,16,4/1/2019
319885,sample_food,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319886,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319887,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319888,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319889,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319890,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319891,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319892,sub_sample_food,Hummus,16,4/1/2019
319893,sub_sample_food,Hummus,16,4/1/2019
319894,sample_food,"HUMMUS, OTHER",16,4/1/2019
319895,market_acquisition,"HUMMUS, OTHER",16,4/1/2019
319896,market_acquisition,"HUMMUS, OTHER",16,4/1/2019
319897,market_acquisition,"HUMMUS, OTHER",16,4/1/2019
319898,market_acquisition,"HUMMUS, OTHER",16,4/1/2019
319899,sub_sample_food,Hummus,16,4/1/2019
319900,sub_sample_food,Hummus,16,4/1/2019
319901,sample_food,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319902,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319903,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319904,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319905,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319906,sub_sample_food,Hummus - NFY12140O,16,4/1/2019
319907,sub_sample_food,Hummus - NFY12140P,16,4/1/2019
319908,sub_sample_food,Hummus,16,4/1/2019
319909,sub_sample_food,Hummus,16,4/1/2019
319910,sub_sample_food,Hummus,16,4/1/2019
319911,sub_sample_food,Hummus,16,4/1/2019
319912,sub_sample_food,Hummus,16,4/1/2019
319913,sub_sample_food,Hummus,16,4/1/2019
319914,sub_sample_food,Hummus,16,4/1/2019
319915,sub_sample_food,Hummus - NFY12140Q,16,4/1/2019
319916,sub_sample_food,Hummus - NFY12140R,16,4/1/2019
319917,sub_sample_food,Hummus - NFY12140S,16,4/1/2019
319918,sub_sample_food,Hummus - NFY12140F,16,4/1/2019
319919,sub_sample_food,Hummus - NFY12140G,16,4/1/2019
319920,sub_sample_food,"Hummus, Sabra Classic - CA1, IN",16,4/1/2019
319921,sample_food,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319922,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319923,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319924,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319925,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319926,sub_sample_food,Hummus - NFY12141C,16,4/1/2019
319927,sub_sample_food,Hummus - NFY12141D,16,4/1/2019
319928,sub_sample_food,Hummus,16,4/1/2019
319929,sub_sample_food,Hummus,16,4/1/2019
319930,sub_sample_food,Hummus,16,4/1/2019
319931,sub_sample_food,Hummus,16,4/1/2019
319932,sub_sample_food,Hummus,16,4/1/2019
319933,sub_sample_food,Hummus - NFY12141E,16,4/1/2019
319934,sub_sample_food,Hummus - NFY12141F,16,4/1/2019
319935,sub_sample_food,Hummus - NFY12141G,16,4/1/2019
319936,sub_sample_food,Hummus - NFY12141H,16,4/1/2019
319937,sub_sample_food,Hummus - NFY121416,16,4/1/2019
319938,sub_sample_food,"Hummus, Sabra Classic - GA, NJ",16,4/1/2019
319939,sample_food,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319940,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319941,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319942,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319943,market_acquisition,"HUMMUS, SABRA CLASSIC",16,4/1/2019
319944,sub_sample_food,Hummus - NFY1213ZV,16,4/1/2019
319945,sub_sample_food,Hummus - NFY1213ZW,16,4/1/2019
319946,sub_sample_food,Hummus,16,4/1/2019
319947,sub_sample_food,Hummus,16,4/1/2019
319948,sub_sample_food,Hummus,16,4/1/2019
319949,sub_sample_food,Hummus,16,4/1/2019
319950,sub_sample_food,Hummus,16,4/1/2019
319951,sub_sample_food,Hummus - NFY1213ZX,16,4/1/2019
319952,sub_sample_food,Hummus - NFY1213ZY,16,4/1/2019
319953,sub_sample_food,Hummus - NFY1213ZZ,16,4/1/2019
319954,sub_sample_food,Hummus - NFY121400,16,4/1/2019
319955,sub_sample_food,Hummus,16,4/1/2019
319956,sub_sample_food,Hummus - NFY1213ZP,16,4/1/2019
319957,sub_sample_food,"Hummus, Sabra Classic - KY, CA2",16,4/1/2019
319958,sample_food,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319959,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319960,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319961,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319962,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319963,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319964,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319965,sub_sample_food,Hummus - NFY12143C,16,4/1/2019
319966,sub_sample_food,Hummus - NFY12143D,16,4/1/2019
319967,sub_sample_food,Hummus,16,4/1/2019
319968,sub_sample_food,Hummus,16,4/1/2019
319969,sub_sample_food,Hummus,16,4/1/2019
319970,sub_sample_food,Hummus,16,4/1/2019
319971,sub_sample_food,Hummus,16,4/1/2019
319972,sub_sample_food,Hummus,16,4/1/2019
319973,sub_sample_food,Hummus - NFY12143E,16,4/1/2019
319974,sub_sample_food,Hummus - NFY12143F,16,4/1/2019
319975,sub_sample_food,Hummus - NFY12143G,16,4/1/2019
319976,sub_sample_food,Hummus - NFY121435,16,4/1/2019
319977,sub_sample_food,"Hummus, Tribe Classic - GA, NJ",16,4/1/2019
319978,sample_food,"HUMMUS, OTHER",16,4/1/2019
319979,market_acquisition,"HUMMUS, OTHER",16,4/1/2019
319980,market_acquisition,"HUMMUS, OTHER",16,4/1/2019
319981,sub_sample_food,Hummus,16,4/1/2019
319982,sub_sample_food,Hummus,16,4/1/2019
319983,sub_sample_food,Hummus,16,4/1/2019
319984,sample_food,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319985,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319986,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319987,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319988,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319989,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319990,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,4/1/2019
319991,sub_sample_food,Hummus - NFY12141W,16,4/1/2019
319992,sub_sample_food,Hummus - NFY12141X,16,4/1/2019
319993,sub_sample_food,Hummus,16,4/1/2019
319994,sub_sample_food,Hummus,16,4/1/2019
319995,sub_sample_food,Hummus,16,4/1/2019
319996,sub_sample_food,Hummus,16,4/1/2019
319997,sub_sample_food,Hummus,16,4/1/2019
319998,sub_sample_food,Hummus,16,4/1/2019
319999,sub_sample_food,Hummus - NFY12141Y,16,4/1/2019
320000,sub_sample_food,Hummus - NFY12141Z,16,4/1/2019
320001,sub_sample_food,Hummus - NFY121420,16,4/1/2019
320002,sub_sample_food,Hummus - NFY121421,16,4/1/2019
320003,sub_sample_food,Hummus - NFY12141P,16,4/1/2019
320004,sub_sample_food,"Hummus, Tribe Classic - KY, PA",16,4/1/2019
320005,sample_food,"HUMMUS, OTHER",16,4/1/2019
320006,market_acquisition,"HUMMUS, OTHER",16,4/1/2019
320007,market_acquisition,"HUMMUS, OTHER",16,4/1/2019
320008,market_acquisition,"HUMMUS, OTHER",16,4/1/2019
320009,market_acquisition,"HUMMUS, OTHER",16,4/1/2019
320010,market_acquisition,"HUMMUS, OTHER",16,4/1/2019
320011,sub_sample_food,Hummus - NFY12142M,16,4/1/2019
320012,sub_sample_food,Hummus - NFY12142N,16,4/1/2019
320013,sub_sample_food,Hummus,16,4/1/2019
320014,sub_sample_food,Hummus,16,4/1/2019
320015,sub_sample_food,Hummus,16,4/1/2019
320016,sub_sample_food,Hummus,16,4/1/2019
320017,sub_sample_food,Hummus,16,4/1/2019
320018,sub_sample_food,Hummus - NFY12142O,16,4/1/2019
320019,sub_sample_food,Hummus - NFY12142P,16,4/1/2019
320020,sub_sample_food,Hummus - NFY12142Q,16,4/1/2019
320021,sub_sample_food,Hummus - NFY12142R,16,4/1/2019
320022,sub_sample_food,Hummus - NFY12142G,16,4/1/2019
320023,sub_sample_food,"Hummus, Other - AZ, IN",16,4/1/2019
320025,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320026,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320027,sub_sample_food,"MILK, 2% ",1,4/1/2019
320028,sub_sample_food,"MILK, 2% ",1,4/1/2019
320029,sub_sample_food,"MILK, 2% ",1,4/1/2019
320030,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320031,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320032,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320033,sub_sample_food,"MILK, 2% ",1,4/1/2019
320034,sub_sample_food,"MILK, 2% ",1,4/1/2019
320035,sub_sample_food,"MILK, 2% ",1,4/1/2019
320036,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320037,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320038,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320039,sub_sample_food,"MILK, 2% ",1,4/1/2019
320040,sub_sample_food,"MILK, 2% ",1,4/1/2019
320041,sub_sample_food,"MILK, 2% ",1,4/1/2019
320042,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320043,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320044,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320045,sub_sample_food,"MILK, 2% ",1,4/1/2019
320046,sub_sample_food,"MILK, 2% ",1,4/1/2019
320047,sub_sample_food,"MILK, 2% ",1,4/1/2019
320048,sub_sample_food,"MILK, 2% ",1,4/1/2019
320049,sub_sample_food,"MILK, 2% ",1,4/1/2019
320050,sub_sample_food,"MILK, 2% ",1,4/1/2019
320051,sub_sample_food,"MILK, 2% ",1,4/1/2019
320052,sub_sample_food,"MILK, 2% ",1,4/1/2019
320053,sub_sample_food,"MILK, 2% ",1,4/1/2019
320054,sub_sample_food,"MILK, 2% ",1,4/1/2019
320055,sub_sample_food,"Milk, 2%",1,4/1/2019
320056,sub_sample_food,"Milk, 2%",1,4/1/2019
320057,sub_sample_food,"Milk, 2%",1,4/1/2019
320058,sub_sample_food,"Milk, 2%",1,4/1/2019
320059,sub_sample_food,"Milk, 2%",1,4/1/2019
320060,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320061,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320062,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320063,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320064,sub_sample_food,"MILK, 2% ",1,4/1/2019
320065,sub_sample_food,"MILK, 2% ",1,4/1/2019
320066,sub_sample_food,"MILK, 2% ",1,4/1/2019
320067,sub_sample_food,"MILK, 2% ",1,4/1/2019
320068,sub_sample_food,"MILK, 2% ",1,4/1/2019
320069,sub_sample_food,"MILK, 2% ",1,4/1/2019
320070,sub_sample_food,"MILK, 2% ",1,4/1/2019
320071,sub_sample_food,"MILK, 2% ",1,4/1/2019
320072,sub_sample_food,"MILK, 2% ",1,4/1/2019
320073,sub_sample_food,"MILK, 2% ",1,4/1/2019
320074,sub_sample_food,"MILK, 2% ",1,4/1/2019
320075,sub_sample_food,"MILK, 2% ",1,4/1/2019
320076,sub_sample_food,"MILK, 2% ",1,4/1/2019
320077,sub_sample_food,"Milk, 2%",1,4/1/2019
320078,sub_sample_food,"Milk, 2%",1,4/1/2019
320079,sub_sample_food,"Milk, 2%",1,4/1/2019
320080,sub_sample_food,"Milk, 2%",1,4/1/2019
320081,sub_sample_food,"Milk, 2%",1,4/1/2019
320082,sub_sample_food,"Milk, 2%",1,4/1/2019
320083,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320084,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320085,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320086,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320087,sub_sample_food,"MILK, 2% ",1,4/1/2019
320088,sub_sample_food,"MILK, 2% ",1,4/1/2019
320089,sub_sample_food,"MILK, 2% ",1,4/1/2019
320090,sub_sample_food,"MILK, 2% ",1,4/1/2019
320091,sub_sample_food,"MILK, 2% ",1,4/1/2019
320092,sub_sample_food,"MILK, 2% ",1,4/1/2019
320093,sub_sample_food,"MILK, 2% ",1,4/1/2019
320094,sub_sample_food,"MILK, 2% ",1,4/1/2019
320095,sub_sample_food,"MILK, 2% ",1,4/1/2019
320096,sub_sample_food,"MILK, 2% ",1,4/1/2019
320097,sub_sample_food,"Milk, 2%",1,4/1/2019
320098,sub_sample_food,"Milk, 2%",1,4/1/2019
320099,sub_sample_food,"Milk, 2%",1,4/1/2019
320100,sub_sample_food,"Milk, 2%",1,4/1/2019
320101,sub_sample_food,"Milk, 2%",1,4/1/2019
320102,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320103,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320104,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320105,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320106,sub_sample_food,"MILK, 2% ",1,4/1/2019
320107,sub_sample_food,"MILK, 2% ",1,4/1/2019
320108,sub_sample_food,"MILK, 2% ",1,4/1/2019
320109,sub_sample_food,"MILK, 2% ",1,4/1/2019
320110,sub_sample_food,"MILK, 2% ",1,4/1/2019
320111,sub_sample_food,"MILK, 2% ",1,4/1/2019
320112,sub_sample_food,"MILK, 2% ",1,4/1/2019
320113,sub_sample_food,"MILK, 2% ",1,4/1/2019
320114,sub_sample_food,"MILK, 2% ",1,4/1/2019
320115,sub_sample_food,"MILK, 2% ",1,4/1/2019
320116,sub_sample_food,"Milk, 2%",1,4/1/2019
320117,sub_sample_food,"Milk, 2%",1,4/1/2019
320118,sub_sample_food,"Milk, 2%",1,4/1/2019
320119,sub_sample_food,"Milk, 2%",1,4/1/2019
320120,sub_sample_food,"Milk, 2%",1,4/1/2019
320121,sub_sample_food,"Milk, 2%",1,4/1/2019
320122,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320123,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320124,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320125,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320126,sub_sample_food,"MILK, 2% ",1,4/1/2019
320127,sub_sample_food,"MILK, 2% ",1,4/1/2019
320128,sub_sample_food,"MILK, 2% ",1,4/1/2019
320129,sub_sample_food,"MILK, 2% ",1,4/1/2019
320130,sub_sample_food,"MILK, 2% ",1,4/1/2019
320131,sub_sample_food,"MILK, 2% ",1,4/1/2019
320132,sub_sample_food,"MILK, 2% ",1,4/1/2019
320133,sub_sample_food,"MILK, 2% ",1,4/1/2019
320134,sub_sample_food,"MILK, 2% ",1,4/1/2019
320135,sub_sample_food,"MILK, 2% ",1,4/1/2019
320136,sub_sample_food,"Milk, 2%",1,4/1/2019
320137,sub_sample_food,"Milk, 2%",1,4/1/2019
320138,sub_sample_food,"Milk, 2%",1,4/1/2019
320139,sub_sample_food,"Milk, 2%",1,4/1/2019
320140,sub_sample_food,"Milk, 2%",1,4/1/2019
320141,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320142,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320143,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320144,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320145,sub_sample_food,"MILK, 2% ",1,4/1/2019
320146,sub_sample_food,"MILK, 2% ",1,4/1/2019
320147,sub_sample_food,"MILK, 2% ",1,4/1/2019
320148,sub_sample_food,"MILK, 2% ",1,4/1/2019
320149,sub_sample_food,"MILK, 2% ",1,4/1/2019
320150,sub_sample_food,"MILK, 2% ",1,4/1/2019
320151,sub_sample_food,"MILK, 2% ",1,4/1/2019
320152,sub_sample_food,"MILK, 2% ",1,4/1/2019
320153,sub_sample_food,"MILK, 2% ",1,4/1/2019
320154,sub_sample_food,"MILK, 2% ",1,4/1/2019
320155,sub_sample_food,"MILK, 2% ",1,4/1/2019
320156,sub_sample_food,"MILK, 2% ",1,4/1/2019
320157,sub_sample_food,"MILK, 2% ",1,4/1/2019
320158,sub_sample_food,"Milk, 2%",1,4/1/2019
320159,sub_sample_food,"Milk, 2%",1,4/1/2019
320160,sub_sample_food,"Milk, 2%",1,4/1/2019
320161,sub_sample_food,"Milk, 2%",1,4/1/2019
320162,sub_sample_food,"Milk, 2%",1,4/1/2019
320163,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320164,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320165,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320166,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320167,sub_sample_food,"MILK, 2% ",1,4/1/2019
320168,sub_sample_food,"MILK, 2% ",1,4/1/2019
320169,sub_sample_food,"MILK, 2% ",1,4/1/2019
320170,sub_sample_food,"MILK, 2% ",1,4/1/2019
320171,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320172,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320173,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320174,sub_sample_food,"MILK, 2% ",1,4/1/2019
320175,sub_sample_food,"MILK, 2% ",1,4/1/2019
320176,sub_sample_food,"MILK, 2% ",1,4/1/2019
320177,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320178,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320179,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320180,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320181,sub_sample_food,"MILK, 2% ",1,4/1/2019
320182,sub_sample_food,"MILK, 2% ",1,4/1/2019
320183,sub_sample_food,"MILK, 2% ",1,4/1/2019
320184,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320185,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320186,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320187,sub_sample_food,"MILK, 2% ",1,4/1/2019
320188,sub_sample_food,"MILK, 2% ",1,4/1/2019
320189,sub_sample_food,"MILK, 2% ",1,4/1/2019
320190,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320191,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320192,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320193,sub_sample_food,"MILK, 2% ",1,4/1/2019
320194,sub_sample_food,"MILK, 2% ",1,4/1/2019
320195,sub_sample_food,"MILK, 2% ",1,4/1/2019
320196,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320197,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320198,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320199,sub_sample_food,"MILK, 2% ",1,4/1/2019
320200,sub_sample_food,"MILK, 2% ",1,4/1/2019
320201,sub_sample_food,"MILK, 2% ",1,4/1/2019
320202,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320203,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320204,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320205,sub_sample_food,"MILK, 2% ",1,4/1/2019
320206,sub_sample_food,"MILK, 2% ",1,4/1/2019
320207,sub_sample_food,"MILK, 2% ",1,4/1/2019
320208,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320209,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320210,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320211,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320212,sub_sample_food,"MILK, 2% ",1,4/1/2019
320213,sub_sample_food,"MILK, 2% ",1,4/1/2019
320214,sub_sample_food,"MILK, 2% ",1,4/1/2019
320215,sub_sample_food,"MILK, 2% ",1,4/1/2019
320216,sub_sample_food,"MILK, 2% ",1,4/1/2019
320217,sub_sample_food,"MILK, 2% ",1,4/1/2019
320218,sub_sample_food,"MILK, 2% ",1,4/1/2019
320219,sub_sample_food,"MILK, 2% ",1,4/1/2019
320220,sub_sample_food,"MILK, 2% ",1,4/1/2019
320221,sub_sample_food,"MILK, 2% ",1,4/1/2019
320222,sub_sample_food,"Milk, 2%",1,4/1/2019
320223,sub_sample_food,"Milk, 2%",1,4/1/2019
320224,sub_sample_food,"Milk, 2%",1,4/1/2019
320225,sub_sample_food,"Milk, 2%",1,4/1/2019
320226,sub_sample_food,"Milk, 2%",1,4/1/2019
320227,sub_sample_food,"Milk, 2%",1,4/1/2019
320228,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320229,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320230,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320231,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320232,sub_sample_food,"MILK, 2% ",1,4/1/2019
320233,sub_sample_food,"MILK, 2% ",1,4/1/2019
320234,sub_sample_food,"MILK, 2% ",1,4/1/2019
320235,sub_sample_food,"MILK, 2% ",1,4/1/2019
320236,sub_sample_food,"MILK, 2% ",1,4/1/2019
320237,sub_sample_food,"MILK, 2% ",1,4/1/2019
320238,sub_sample_food,"MILK, 2% ",1,4/1/2019
320239,sub_sample_food,"MILK, 2% ",1,4/1/2019
320240,sub_sample_food,"MILK, 2% ",1,4/1/2019
320241,sub_sample_food,"MILK, 2% ",1,4/1/2019
320242,sub_sample_food,"MILK, 2% ",1,4/1/2019
320243,sub_sample_food,"MILK, 2% ",1,4/1/2019
320244,sub_sample_food,"MILK, 2% ",1,4/1/2019
320245,sub_sample_food,"Milk, 2%",1,4/1/2019
320246,sub_sample_food,"Milk, 2%",1,4/1/2019
320247,sub_sample_food,"Milk, 2%",1,4/1/2019
320248,sub_sample_food,"Milk, 2%",1,4/1/2019
320249,sub_sample_food,"Milk, 2%",1,4/1/2019
320250,sub_sample_food,"Milk, 2%",1,4/1/2019
320251,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320252,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320253,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320254,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320255,sub_sample_food,"MILK, 2% ",1,4/1/2019
320256,sub_sample_food,"MILK, 2% ",1,4/1/2019
320257,sub_sample_food,"MILK, 2% ",1,4/1/2019
320258,sub_sample_food,"MILK, 2% ",1,4/1/2019
320259,sub_sample_food,"MILK, 2% ",1,4/1/2019
320260,sub_sample_food,"MILK, 2% ",1,4/1/2019
320261,sub_sample_food,"MILK, 2% ",1,4/1/2019
320262,sub_sample_food,"MILK, 2% ",1,4/1/2019
320263,sub_sample_food,"MILK, 2% ",1,4/1/2019
320264,sub_sample_food,"MILK, 2% ",1,4/1/2019
320265,sub_sample_food,"MILK, 2% ",1,4/1/2019
320266,sub_sample_food,"MILK, 2% ",1,4/1/2019
320267,sub_sample_food,"MILK, 2% ",1,4/1/2019
320268,sub_sample_food,"Milk, 2%",1,4/1/2019
320269,sub_sample_food,"Milk, 2%",1,4/1/2019
320270,sub_sample_food,"Milk, 2%",1,4/1/2019
320271,sub_sample_food,"Milk, 2%",1,4/1/2019
320272,sub_sample_food,"Milk, 2%",1,4/1/2019
320273,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320274,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320275,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320276,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320277,sub_sample_food,"MILK, 2% ",1,4/1/2019
320278,sub_sample_food,"MILK, 2% ",1,4/1/2019
320279,sub_sample_food,"MILK, 2% ",1,4/1/2019
320280,sub_sample_food,"MILK, 2% ",1,4/1/2019
320281,sub_sample_food,"MILK, 2% ",1,4/1/2019
320282,sub_sample_food,"MILK, 2% ",1,4/1/2019
320283,sub_sample_food,"MILK, 2% ",1,4/1/2019
320284,sub_sample_food,"MILK, 2% ",1,4/1/2019
320285,sub_sample_food,"MILK, 2% ",1,4/1/2019
320286,sub_sample_food,"MILK, 2% ",1,4/1/2019
320287,sub_sample_food,"MILK, 2% ",1,4/1/2019
320288,sub_sample_food,"MILK, 2% ",1,4/1/2019
320289,sub_sample_food,"MILK, 2% ",1,4/1/2019
320290,sub_sample_food,"Milk, 2%",1,4/1/2019
320291,sub_sample_food,"Milk, 2%",1,4/1/2019
320292,sub_sample_food,"Milk, 2%",1,4/1/2019
320293,sub_sample_food,"Milk, 2%",1,4/1/2019
320294,sub_sample_food,"Milk, 2%",1,4/1/2019
320295,sub_sample_food,"Milk, 2%",1,4/1/2019
320296,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320297,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320298,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320299,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320300,sub_sample_food,"MILK, 2% ",1,4/1/2019
320301,sub_sample_food,"MILK, 2% ",1,4/1/2019
320302,sub_sample_food,"MILK, 2% ",1,4/1/2019
320303,sub_sample_food,"MILK, 2% ",1,4/1/2019
320304,sub_sample_food,"MILK, 2% ",1,4/1/2019
320305,sub_sample_food,"MILK, 2% ",1,4/1/2019
320306,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320307,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320308,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
320309,sub_sample_food,"MILK, 2% ",1,4/1/2019
320310,sub_sample_food,"MILK, 2% ",1,4/1/2019
320311,sub_sample_food,"MILK, 2% ",1,4/1/2019
320312,sub_sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320313,sample_food,"MILK, 2% (WAVE 22E)",1,4/1/2019
320314,market_acquisition,"MILK, 2% (WAVE 22E)",1,4/1/2019
