fdc_id,data_type,description,food_category_id,publication_date
1755743,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755744,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755745,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755746,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755747,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755748,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755749,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755750,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755751,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755752,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755753,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755754,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755755,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755756,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755757,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755758,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755759,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755760,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755761,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755762,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755763,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755764,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755765,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755766,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755767,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755768,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755769,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755770,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755771,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755772,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755773,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755774,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755775,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755776,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755777,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755778,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755779,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755780,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755781,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755782,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755783,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755784,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755785,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755786,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755787,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755788,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755789,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755790,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755791,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755792,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755793,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755794,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755795,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755796,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755797,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755798,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755799,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755800,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755801,sub_sample_food,"OIL, SAFFLOWER",4,4/23/2021
1755802,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755803,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755804,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755805,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755806,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755807,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755808,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755809,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755810,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755811,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755812,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755813,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755814,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755815,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755816,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755817,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755818,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755819,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755820,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755821,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755822,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755823,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755824,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755825,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755826,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755827,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755828,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755829,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755830,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755831,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755832,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755833,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755834,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755835,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755836,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755837,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755838,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755839,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755840,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755841,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755842,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755843,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755844,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755845,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755846,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755847,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755848,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755849,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755850,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755851,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755852,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755853,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755854,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755855,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755856,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755857,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755858,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755859,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755860,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755861,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755862,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755863,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755864,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755865,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755866,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755867,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755868,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755869,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755870,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755871,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755872,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755873,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755874,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755875,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755876,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755877,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755878,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755879,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755880,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755881,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755882,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755883,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755884,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755885,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755886,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755887,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755888,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755889,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755890,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755891,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755892,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755893,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755894,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755895,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755896,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755897,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755898,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755899,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755900,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755901,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755902,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755903,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755904,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755905,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755906,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755907,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755908,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755909,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755910,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755911,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755912,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755913,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755914,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755915,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755916,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755917,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755918,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755919,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755920,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755921,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755922,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755923,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755924,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755925,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755926,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755927,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755928,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755929,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755930,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755931,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755932,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755933,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755934,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755935,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755936,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755937,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755938,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755939,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755940,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755941,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755942,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755943,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755944,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755945,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755946,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755947,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755948,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755949,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755950,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755951,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755952,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755953,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755954,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755955,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755956,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755957,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755958,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755959,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755960,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755961,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755962,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755963,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755964,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755965,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755966,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755967,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755968,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755969,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755970,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755971,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755972,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755973,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755974,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755975,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755976,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755977,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755978,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755979,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755980,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755981,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755982,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755983,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755984,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755985,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755986,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755987,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755988,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755989,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755990,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755991,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755992,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755993,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755994,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755995,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755996,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755997,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755998,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1755999,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756000,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756001,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756002,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756003,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756004,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756005,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756006,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756007,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756008,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756009,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756010,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756011,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756012,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756013,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756014,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756015,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756016,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756017,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756018,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756019,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756020,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756021,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756022,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756023,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756024,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756025,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756026,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756027,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756028,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756029,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756030,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756031,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756032,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756033,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756034,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756035,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756036,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756037,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756038,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756039,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756040,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756041,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756042,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756043,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756044,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756045,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756046,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756047,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756048,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756049,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756050,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756051,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756052,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756053,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756054,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756055,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756056,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756057,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756058,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756059,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756060,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756061,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756062,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756063,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756064,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756065,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756066,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756067,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756068,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756069,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756070,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756071,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756072,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756073,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756074,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756075,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756076,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756077,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
1756078,sub_sample_food,"OIL, OLIVE, EXTRA LIGHT",4,4/23/2021
